Tidsplanen forventet&&&&&&&&&&&&&&&&&&&&
&Opgaver&Uge 48&&&&&&&Uge 49&&&&&&&Uge 50&&&&
&&26. nov. 2018&27. nov. 2018&28. nov. 2018&29. nov. 2018&30. nov. 2018&1. dec. 2018&2. dec. 2018&3. dec. 2018&4. dec. 2018&5. dec. 2018&6. dec. 2018&7. dec. 2018&8. dec. 2018&9. dec. 2018&10. dec. 2018&11. dec. 2018&12. dec. 2018&13. dec. 2018&14. dec. 2018
&&Mandag&Tirsdag&Onsdag&Torsdag&Fredag&Lørdag&Søndag&Mandag&Tirsdag&Onsdag&Torsdag&Fredag&Lørdag&Søndag&Mandag&Tirsdag&Onsdag&Torsdag&Fredag
&Projektformulering&x&x&&&x&&&&&&&&&&&&&&
&Tidsplan&x&&&&&&&&&&&&&&&&&&
&Opbygning af drivhusstyring&&& &x&x&&&&&&&&&&&&&&
&Programmering af drivhusstyring&&&&x&x&&&x&x&&&&&&&&&&
&Dokumentation af drivhusstyring&&&&&&&&&x&x&x&&&&&&&&
&Programmering af IBI&& & &  &&&&x&x& &&&&&&&&&
&Dokumentation af IBI&&&&&x&&&&&x&x&x&&&&&&&
&Design af ventilationssystem&&&x& x&&&&&&&&&&&&&&&
&Beregning af ventilationssystem&&& &x&x&&& &&&&&&&&&&&
&Dokumentation af ventilationssystem&&&&&&&&&&&&x&&&x&&&&
&Konklusion&&&&&&&&&&&&&&&x&&&&
&Udprintning og aflevering&&&&&&&&&&&&&&&&x&x&&
&Forberedelse til fremlægning&&&&&&&&&&&&&&&&&&x&x
&Eksamen&&&&&&&&&&&&&&&&&&&
&Møder&&x&&&&&&&&&&&&&&&&&
